barcode,collNo_Text,collector_Text,collrTeam_Text,county,family,genus,herbariumCode,herbariumDetailsUrl,collectionID,infraspecies,infraspecies_Author1_Text,infraspecies_Author2_Text,photoExists,plantID,rank,species,species_Author1_Text,species_Author2_Text,Collection Date,Locality,DetDate_Text,Habitat,RepState1,RepState2,RepState3,RepState4,Type,PlDescr,Frequency,elevL,ElevH,ElevUnits,Endangered,Named_Place,LongDecL,LatDecL
223869,19734,S. L. Orzell,E.L. Bridges,Citrus Co.,Cyperaceae,Bulbostylis,null,null,69877,null,null,null,TRUE,3219,null,ciliatifolia,Elliott,Fernald,06/29/1992,"Just E of section line road, ca. 1.4 mi. S of Fivemile Pond, ca. 3.5 air mi. S of FL 44, ca. 10 air mi. E of Homosassa Springs. T19S, R19E, Sec. 27, SW¼.",null,Mature burned longleaf pine [Pinus palustris] / turkey oak [Quercus leavis] sandhill savanna; soils: Lakeland (Typic Quartzipsamments).,Fertile,null,null,null,null,null,null,100,130,ft,FALSE,Withlacoochee State Forest,-82.4025,28.80472222
227234,2536,M. T. Strong,,Hernando Co.,Cyperaceae,Bulbostylis,null,null,69956,null,null,null,TRUE,823,null,stenophylla,Elliott,C. B. Clarke,08/29/2000,"Just N and S of sand road W of FL 471 and fish hatchery, just N of the Hernando/Polk County line, 8 km S of Tarrytown, and 9-11 km NE of Lacoochee.",null,Cut-over border of pine flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-82.45,28.5333
227164,2583,M. T. Strong,,Sumter Co.,Cyperaceae,Bulbostylis,null,null,69970,null,null,null,TRUE,823,null,stenophylla,Elliott,C. B. Clarke,09/02/2000,"0.5-1 km E of FL 471, ca. 16 km S of Tarrytown.",null,Pine flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-82.05,28.55
192415,81,C. vanHoek,,Citrus Co.,Cyperaceae,Bulbostylis,null,null,69989,null,null,null,TRUE,649,null,warei,Torr.,C. B. Clarke,09/19/1987,"Citrus Wildlife Management Area, along the Florida Trail. T20S, R19E, Sec. 20.",null,Sandy pineland.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-82.45,28.8667
305638,229,F. I. X. Rugel,null,Marion Co.,Cyperaceae,Bulbostylis,null,null,252584,null,null,null,TRUE,649,null,warei,Torr.,C. B. Clarke,Jul 1848,Between Ocala and Whittlecouchy [Withlacoochee] River.,Oct 1977,null,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,null,null
227088,2496,M. T. Strong,,Sumter Co.,Cyperaceae,Bulbostylis,null,null,70076,null,null,null,TRUE,649,null,warei,Torr.,C. B. Clarke,08/28/2000,"NW side of FL 44, 1.6 km W of junction with FL 475, ca. 9 km ENE of the Withlacoochee River (where FL 44 crosses it) and 9.6 km W of Wildwood.",null,Longleaf pine [Pinus palustris] - turkey oak [Quercus laevis] sandhills.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.038974,28.865264
246320,13243,B. F. Hansen,J. Hansen,Hamilton Co.,Lamiaceae,Callicarpa,null,null,28464,null,null,null,TRUE,3546,null,americana,L.,null,06/13/2008,"Along thN side of FL 6, 0.25 mi. E of the Withlacoochee River bridge, ca. 1.5 mi. W of Blue Springs.  T1N, R11E, Sec. 17, SW¼.",null,Mixed deciduous forest and weedy edges.,Bud,null,null,null,null,null,null,null,null,null,FALSE,null,-81.8167,28.35
297120,1191,C. F. Caudle,"M.L. Gilbert, M.S. Tisdale",Polk Co.,Lamiaceae,Callicarpa,null,null,204833,null,null,null,TRUE,3546,null,americana,L.,null,05/25/1963,"Two Rivers Ranch, Withlacoochee River.",24-Jun-2016,null,Bud,null,null,null,null,null,null,null,null,null,FALSE,null,-81.8167,28.35
227250,2520,M. T. Strong,,Hernando Co.,Lamiaceae,Callicarpa,null,null,14678,null,null,null,TRUE,3546,null,americana,L.,null,08/29/2000,"Just N and S of sand road W of FL 471 and fish hatchery, just N of the Hernando/Polk County line, 8 km S of Tarrytown, and 9-11 km NE of Lacoochee.",null,Pine flatwoods.,Fruit,null,null,null,null,Fruits bright blue.,null,null,null,null,FALSE,Withlacoochee State Forest,-82.45,28.5333
55401,26025,O. K. Lakela,"R. Lassiter, J.A. Lassiter",Citrus Co.,Lamiaceae,Callicarpa,null,null,14790,null,null,null,TRUE,3546,null,americana,L.,null,06/03/1963,"Withlacoochee River, E of Pineola.",null,Limestone formations. Remnants of ancient fern grottoes and associations of notably large trees.,Bud,Flower,null,null,null,Straggly shrub over 2 m tall. Frequent.,null,null,null,null,FALSE,null,-82.272868,28.688879
120748,2113,P. Genelle,G. Fleming,Pasco Co.,Lamiaceae,Callicarpa,null,null,14425,null,null,null,TRUE,3546,null,americana,L.,null,06/14/1975,Richloam section.,null,"White sand, pinelands area.",Bud,Flower,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-82.172029,28.465832
203233,219,C. vanHoek,S. Petty,Hernando Co.,Commelinaceae,Callisia,null,null,67044,null,null,null,TRUE,2837,null,cordifolia,Sw.,E. S. Anderson & Woodson,12/21/1990,"Headquarters tract, E side of US 41, N of FL 476 between offices and McKethan Park entrance.",null,Rocky woods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-81.8167,28.35
47181,25473,O. K. Lakela,"J.S. Allen, G.R. Cooley, R. Lassiter, J.A. Lassiter",Citrus Co.,Commelinaceae,Callisia,null,null,67055,null,null,null,TRUE,2837,null,cordifolia,Sw.,E. S. Anderson & Woodson,10/21/1962,"Withlacoochee River, E of Pineola.",null,"On low ledges; limestone formations; remnants of ancient fern grottoes and primary hammock association of notably large trees, Quercus, Ulmus and Carya spp. Over outcrops; Distichum in marshy borders.",Fertile,null,null,null,null,"Scattered, local.",null,null,null,null,FALSE,null,-82.2667,28.6833
227231,2330,M. T. Strong,,Sumter Co.,Commelinaceae,Callisia,null,null,67062,null,null,null,TRUE,2674,null,graminea,Small,G. C. Tucker,22-23 May 2000,"NW side of FL 44, 1.6 km W of junction with FL 475, ca. 9 km ENE of the Withlacoochee River (where FL 44 crosses it) and 9.6 km W of Wildwood.",May 2001,Longleaf pine [Pinus palustris] - turkey oak [Quercus laevis] sandhills.,Bud,Immature Fruit,null,null,null,null,null,null,null,null,FALSE,null,-82.038974,28.865264
246765,2399,J. M. Kunzer,,Polk Co.,Callitrichaceae,Callitriche,null,null,28819,null,null,null,TRUE,564,null,peploides,Nutt.,null,04/15/2008,"Ca. 2.6 km SE of FL 471 bridge over the Withlacoochee River, ca. 5.3 km NNE of the junction of FL 471 and US 98.",null,Trail in ecotone between pasture and cypress [Taxodium] swamp.,Flower,Fruit,null,null,null,null,null,null,null,null,FALSE,Colt Creek State Park,-82.03972222,28.29388889
156872,s.n.,M. Lopez,,Polk Co.,Orchidaceae,Calopogon,null,null,5709,null,null,null,TRUE,3120,null,barbatus,Walter,Ames,03/27/1980,"Within 1 mi. of Withlacoochee River, not far from Tanic Grade Road, section 7 or 8.",22 Aug 1998,Wet prairie.,Flower,null,null,null,null,null,null,null,null,null,FALSE,Green Swamp,-81.8167,28.35
27383,8047,G. R. Cooley,A. S. Pease & O. Lakela,Sumter Co.,Campanulaceae,Campanula,null,null,184677,null,null,null,TRUE,1068,null,floridana,S. Watson ex A. Gray,null,04/06/1961,Withlacoochee Development Project.,Jul 1984,Floor of longleaf pine forest.,Flower,null,null,null,null,Flower rose-purple; a delicate reclining herb.,null,null,null,null,FALSE,null,-81.8167,28.35
9444,6571,G. R. Cooley,R. J. Eaton,Levy Co.,Campanulaceae,Campanula,null,null,184701,null,null,null,TRUE,1068,null,floridana,S. Watson ex A. Gray,null,04/27/1959,Near the Withlacoochee River.,Jul 1984,Wet roadside.,Flower,null,null,null,null,Flowers purple.,null,null,null,null,FALSE,null,-81.8167,28.35
104815,1811,P. Genelle,G. Fleming,Hernando Co.,Campanulaceae,Campanula,null,null,184718,null,null,null,TRUE,1068,null,floridana,S. Watson ex A. Gray,null,05/06/1973,"Withlacoochee State Forest, Tower Road.",Jul 1984,"Richloam section; damp, sandy loam, partial shade.",Flower,null,null,null,null,null,null,null,null,null,FALSE,null,-81.8167,28.35
104757,1783,P. Genelle,G. Fleming,Hernando Co.,Campanulaceae,Campanula,null,null,184666,null,null,null,TRUE,1068,null,floridana,S. Watson ex A. Gray,null,04/22/1973,Withlacoochee State Forest; in area near where the Withlacoochee River enters Silver Lake.,Jul 1984,Mat of plants in damp roadside ditch.,Flower,null,null,null,null,null,null,null,null,null,FALSE,null,-81.8167,28.35
279503,s.n.,C. Werner,null,Hernando Co.,Campanulaceae,Campanula,null,null,111368,null,null,null,TRUE,1128,null,robinsiae,Small,null,03/19/2015,Contact USF Herbarium if additional information is required,null,"Adjacent to muddy tire ruts; dark mucky soil in full sun, with Sisyrinchium and Paspalum notatum.",Fertile,null,null,null,null,null,null,null,null,null,TRUE,Withlacoochee State Forest,null,null
248109,2728,J. M. Kunzer,,Polk Co.,Lauraceae,Camphora,null,null,31655,null,null,null,TRUE,442,null,officinarum,Nees,null,02/25/2009,"Along channelized Colt Creek, ca. 1.2 km SE of FL 471 bridge over the Withlacoochee River, ca. 6.5 km NNE of the junction of FL 471 and US 98.",Apr 2024,Flatwoods.,null,null,null,null,null,Shrub to ca. 3 m tall.,null,null,null,null,FALSE,Colt Creek State Park,-82.04722222,28.30611111
120893,2123,P. Genelle,G. Fleming,Pasco Co.,Bignoniaceae,Campsis,null,null,15072,null,null,null,TRUE,925,null,radicans,L.,Seem.,06/14/1975,Richloam section.,null,"Roadside, white sand.",Bud,Flower,null,null,null,Climbing.,null,null,null,null,FALSE,Withlacoochee State Forest,-82.172029,28.465832
300162,1249,C. F. Caudle,"M.L. Gilbert, M.S. Tisdale",Pasco Co.,Cannabaceae,Canna,null,null,235328,null,null,null,TRUE,987,null,flaccida,Salisb.,null,05/25/1963,Withlacoochee River; Two-Rivers Ranch.,2018,null,Flower,null,null,null,null,null,null,null,null,null,FALSE,null,-82.172029,28.465832
172093,197,N. L. Mawhinney,,Citrus Co.,Cannaceae,Canna,null,null,25251,null,null,null,TRUE,987,null,flaccida,Salisb.,null,06/18/1983,"Shawnee Trail and Withlacoochee River. T19S, R21E, Sec. 16, NE¼ of NW¼.",null,null,Flower,Immature Fruit,null,null,null,null,null,null,null,null,FALSE,null,-81.8167,28.35
299725,447,C. F. Caudle,"M.L. Gilbert, M.S. Tisdale",Madison Co.,Lamiaceae,Cantinoa,null,null,248526,null,null,null,TRUE,134,null,mutabilis,Rich.,Harley & J.F.B. Pastore,06/19/1962,Withlacoochee River.,null,Woods.,Flower,null,null,null,null,null,null,null,null,null,FALSE,null,null,null
55400,26024,O. K. Lakela,"R. Lassiter, J.A. Lassiter",Citrus Co.,Lamiaceae,Cantinoa,null,null,58455,null,null,null,TRUE,134,null,mutabilis,Rich.,Harley & J.F.B. Pastore,06/03/1963,"Withlacoochee River, E of Pineola.",Jul 2014,Limestone formations; remnants of ancient fern grottoes and associations of notably large trees.,Bud,null,null,null,null,null,null,null,null,null,FALSE,null,-82.2667,28.6833
120846,2158,P. Genelle,G. Fleming,Sumter Co.,Lamiaceae,Cantinoa,null,null,58462,null,null,null,TRUE,134,null,mutabilis,Rich.,Harley & J.F.B. Pastore,06/28/1975,"Edge of county line, approaching C-565.",Jul 2014,Roadside.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-81.8167,28.35
108163,1904,P. Genelle,G. Fleming,Hernando Co.,Lamiaceae,Cantinoa,null,null,58465,null,null,null,TRUE,134,null,mutabilis,Rich.,Harley & J.F.B. Pastore,11/18/1973,Fire Tower Road.,Jul 2014,Rich loam section.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-81.8167,28.35
149645,s.n.,T. F. Rochow,,Sumter Co.,Euphorbiaceae,Caperonia,null,null,56197,null,null,null,TRUE,931,null,castaneifolia,L.,A. St.-Hil.,08/14/1980,"Green Swamp, along Withlacoochee River.",null,Wet banks of river.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-81.8167,28.35
48015,25447,O. K. Lakela,"J.S. Allen, G.R. Cooley, R. Lassiter, J.A. Lassiter",Citrus Co.,Solanaceae,Capsicum,null,null,54096,glabriusculum,Dunal,Heiser & Pickersgill,TRUE,2927,var.,annuum,L.,null,10/21/1962,"Withlacoochee River, E of Pineola.",12-Oct-2010,"Limestone formations; remnants of ancient fern grottoes and primary hammock association of notably large trees, Quercus, Ulmus, and Carya spp. over outcrops; Distichum in marshy borders; low ledges.",Fruit,null,null,null,null,Few.,null,null,null,null,FALSE,null,-82.2667,28.6833
203724,232,C. vanHoek,S. Petty,Sumter Co.,Brassicaceae,Cardamine,null,null,55374,null,null,null,TRUE,3038,null,pensylvanica,Muhl. ex Willd.,null,02/07/1992,"Croom portion of the Withlacoochee State Forest. T21S, R21E, Sec. 31.",1994,Moist soil.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Hog Island Recreation Area,-82.2167,28.5833
253024,2371,J. M. Kunzer,B.F. Hansen,Polk Co.,Brassicaceae,Cardamine,null,null,55417,null,null,null,TRUE,3038,null,pensylvanica,Muhl. ex Willd.,null,04/15/2008,Ca. 2.6 km SE of FL 471 bridge over the Withlacoochee River; ca. 5.3 km NNE of junction FL 471 and US 98.,null,Hydric hammock.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Colt Creek State Park,-82.03972222,28.29388889
104198,1706,P. Genelle,G. Fleming,Hernando Co.,Brassicaceae,Cardamine,null,null,55315,null,null,null,TRUE,3038,null,pensylvanica,Muhl. ex Willd.,null,01/08/1973,Croom area.,1994,"River edge, sandy.",Fertile,null,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-82.227588,28.587772
44716,8211,G. R. Cooley,"R.J. Eaton, C.E. Wood, Jr.",Sumter Co.,Cyperaceae,Carex,null,null,70106,null,null,null,TRUE,2990,null,alata,Torr.,null,05/01/1961,"Withlacoochee River at FL 50 near Hernando County line. T22S, R22E, Sec. 34.",1969,Cypress [Taxodium] bottomland; on fallen log beneath Taxodium.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-81.8167,28.35
305374,10421,R. L. Mears,,Hernando Co.,Cyperaceae,Carex,null,null,251978,null,null,null,TRUE,2990,null,alata,Torr.,null,04/24/2023,Withlacoochee River; S side of FL 50 on W side of river.,null,Floodplain.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,null,null
255330,22603,S. L. Orzell,E.L. Bridges,Sumter Co.,Cyperaceae,Carex,null,null,70110,null,null,null,TRUE,2990,null,alata,Torr.,null,03/29/1994,"N side of Center Grade Road, ca. 1.3 mi. E of junction FL 471, near Weeks Pond and N of Gator Hole Slough, ca. 7.7 mi. S of junction FL 50 at Tarrytown. T23S, R23E, Sec. 29, NW¼.",null,Hydric hammock; soils: Vero (Alfic Haplaquods).,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-82.03611111,28.45833333
202268,222,C. vanHoek,S. Petty,Hernando Co.,Cyperaceae,Carex,null,null,70255,capillacea,L. H. Bailey,Reznicek,TRUE,2903,subsp.,atlantica,L. H. Bailey,null,02/21/1991,"Ca. 200 ft. into Headquarters Tract, E of the culvert on US 41 N, ca. 0.5 mi. N of FL 476, ca. 8 mi. N of Brooksville.",null,Bordering a creek bed.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-82.387871,28.555272
202274,223,C. vanHoek,S. Petty,Hernando Co.,Cyperaceae,Carex,null,null,70276,null,null,null,TRUE,2877,null,basiantha,Steud.,null,03/15/1991,"E side US 41N, 0.5 mi. N FL 476, ca. 8 mi. N of Brooksville; Headquarters Tract. T21S, R20E, Sec. 20.",1998,Moist hardwood hammock.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-82.387871,28.555272
213667,435,C. vanHoek,S. Petty,Sumter Co.,Cyperaceae,Carex,null,null,23445,null,null,null,TRUE,2314,null,chapmannii,Steud.,null,04/14/1995,Contact USF Herbarium if additional information is required,24-Apr-1995,Bottomland forest.,Fertile,null,null,null,null,null,null,null,null,null,TRUE,null,null,null
204183,242,C. vanHoek,S. Petty,Sumter Co.,Cyperaceae,Carex,null,null,70369,null,null,null,TRUE,3226,null,dasycarpa,Muhl.,null,03/27/1992,"Hog Island Recreational Area, between stations 12/13 of the nature trail in the Croom portion of the SF; ca. 2 mi. SSE of Nobleton. T21S, R21E, Sec. 31.",null,null,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-82.25,28.6333
216466,16133,S. L. Orzell,E.L. Bridges,Hamilton Co.,Cyperaceae,Carex,null,null,70554,null,null,null,TRUE,3043,null,digitalis,Willd.,null,03/21/1991,"Unnamed tributary to Withlacoochee River, ca. 1 air mi. NW of the junction of FL 143 and FL 146, ca. 1.6 air mi. S of Octahatchee. T2N, R11E, Sec. 23, NE¼ of NW¼ of SW¼.",null,"Mesic mixed hardwood slope forest, adjacent to elongate sinkholes; community dominated by Fagus grandifolia, Magnolia grandiflora, and Carya spp.",Fertile,null,null,null,null,This specimen fits var. asymetrica.,null,90,110,ft,FALSE,null,-83.19694444,30.55833333
289277,5366,R. Carter,,Lowndes Co.,Cyperaceae,Carex,null,null,143855,floridana,L. H. Bailey,Naczi & Bryson,TRUE,null,var.,digitalis,Willd.,null,04/13/1987,"Troupville Woods, just W of Voldosta, along S side of GA 94, E of Withlacoochee River.",2006,"Rich woods of mesic woodland and low bluff, with Fagus grandifolia, Magnolia grandiflora, Pinus glabra, Quercus alba, Q. laurifolia, Q. michauxii, and Q. virginiana.",Fertile,null,null,null,null,Cespitose.,null,null,null,null,FALSE,null,null,null
253258,2717,J. M. Kunzer,,Polk Co.,Cyperaceae,Carex,null,null,70748,null,null,null,TRUE,4164,null,gholsonii,Naczi & Cochrane,null,02/19/2009,"Ca. 1.85 km SSE of FL 471 bridge over the Withlacoochee River, ca. 5.5 km NNW of the junction of FL 471 and US 98.",null,"Saturated, marly service road traversing flatwoods.",Fertile,null,null,null,null,null,null,null,null,null,FALSE,Colt Creek State Park,-82.04555556,28.29611111
306518,s.n.,R. L. Mears,null,Hernando Co.,Cyperaceae,Carex,null,null,254349,null,null,null,TRUE,4164,null,gholsonii,Naczi & Cochrane,null,04/05/2024,"FL 50, ca. 2 mi. W of Withlacoochee River crossing.",null,Disturbed roadside.,Flower,null,null,null,null,null,null,null,null,null,FALSE,null,null,null
228945,19109,S. L. Orzell,E.L. Bridges,Sumter Co.,Cyperaceae,Carex,null,null,70727,null,null,null,TRUE,4164,null,gholsonii,Naczi & Cochrane,null,03/02/1992,"N side of Center Grade Road, ca. 1.3 mi. E of junction FL 471, near Weeks Pond and N of Gator Hole Slough, ca. 7.7 mi. S of junction FL 50 at Tarrytown. T23S, R23E, Sec. 29, NW¼.",Feb 2003,Hydric hammock edges.,Fertile,null,null,null,null,null,null,90,92,ft,FALSE,Withlacoochee State Forest,-82.03611111,28.45833333
203726,233,C. vanHoek,S. Petty,Sumter Co.,Cyperaceae,Carex,null,null,70705,null,null,null,TRUE,526,null,gigantea,Rudge,null,02/21/1992,"North slough at 16/17 on the nature trail at Hog Island Recreation Area, Croom portion. T21S, R21E, Sec. 31.",1992,Moist bank of slough.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-82.2167,28.5833
27767,8014,G. R. Cooley,"A.S. Pease, O. Lakela",Sumter Co.,Cyperaceae,Carex,null,null,70707,null,null,null,TRUE,526,null,gigantea,Rudge,null,04/05/1961,Withlacoochee Development Project.,Feb 1979,Close to pond in Longleaf pine [Pinus palustris] - oak forest.,Fertile,null,null,null,null,Frequent and noticeable among other vegetation.,null,null,null,null,FALSE,null,-81.8167,28.35
44340,8213,G. R. Cooley,"R.J. Eaton, Esq., C.E. Wood, Jr.",Sumter Co.,Cyperaceae,Carex,null,null,70789,null,null,null,TRUE,526,null,gigantea,Rudge,null,05/01/1961,"Withlacoochee River at FL 50, near Hernando County line. T22S, R22E, Sec. 34.",Feb 1979,"Wet roadside ditch, margin at bottom; Cypress bottomland.",Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-81.8167,28.35
298308,1130,M. L. Gilbert,,Pasco Co.,Cyperaceae,Carex,null,null,205363,null,null,null,TRUE,526,null,gigantea,Rudge,null,05/25/1963,"Two-River Ranch, Withlacoochee River.",2018,null,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.172029,28.465832
120852,2118,P. Genelle,G. Fleming,Pasco Co.,Cyperaceae,Carex,null,null,70783,null,null,null,TRUE,526,null,gigantea,Rudge,null,06/14/1975,Richloam section.,Feb 1979,Glades.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-82.172029,28.465832
27751,8015,G. R. Cooley,"A.S. Pease, O. Lakela",Sumter Co.,Cyperaceae,Carex,null,null,71156,null,null,null,TRUE,2966,null,lupuliformis,Sartw. ex  Dewey,null,04/05/1961,Withlacoochee Development Project.,1997,Along margins of ditches in longleaf pine [Pinus palustris] - oak forest.,Fertile,null,null,null,null,Fruit immature; frequent.,null,null,null,null,FALSE,null,-81.8167,28.35
147131,2760,L. Baltzell,,Hernando Co.,Cyperaceae,Carex,null,null,71162,null,null,null,TRUE,2966,null,lupuliformis,Sartw. ex  Dewey,null,03/28/1971,"Along FL 50, ca. 1 mi. SW of the Sumter County line (Little Withlacoochee River) and ca. 5 mi. SW of Tarrytown.",1997,Open moist roadside ditch.,Fertile,null,null,null,null,Ca. 27 in. tall.,null,null,null,null,FALSE,null,-81.8167,28.35
248616,s.n.,L. W. Curtis,,Marion Co.,Cyperaceae,Carex,null,null,70985,null,null,null,TRUE,2966,null,lupuliformis,Sartw. ex  Dewey,null,07/05/2008,"Stumpknocker's Restaurant, FL 200, Withlacoochee River.",null,null,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.34972222,28.98944444
238948,22604,S. L. Orzell,E.L. Bridges,Sumter Co.,Cyperaceae,Carex,null,null,70999,null,null,null,TRUE,2966,null,lupuliformis,Sartw. ex  Dewey,null,03/29/1994,"N side of Center Grade Road, ca. 1.3 mi. E of junction FL 471, near Weeks Pond and N of Gator Hole Slough, ca. 7.7 mi. S of junction FL 50 at Tarrytown. T23S, R23E, Sec. 29, NW¼.",null,Hydric hammock. Soils - Vero (Alfic Haplaquods).,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-82.03611111,28.45833333
223781,19792,S. L. Orzell,E.L. Bridges,Sumter Co.,Cyperaceae,Carex,null,null,71124,null,null,null,TRUE,2966,null,lupuliformis,Sartw. ex  Dewey,null,06/29/1992,"N side of Center Grade Road, ca. 1.3 mi. E of junction FL 471, near Weeks Pond and N of Gator Hole Slough, ca. 7.7 mi. S of junction FL 50 at Tarrytown. T23S, R23E, Sec. 29, NW¼.",null,Hydric hammock.,Fertile,null,null,null,null,null,null,90,92,ft,FALSE,Withlacoochee State Forest,-82.03611111,28.45833333
216565,502,C. vanHoek,"D.B. Ward, J. Buckner",Sumter Co.,Cyperaceae,Carex,null,null,52394,floridana,Schwein.,Kük.,TRUE,663,var.,nigromarginata,Schwein.,null,03/15/1996,"Baird Tract, Cedar Hammock; 5 mi. E of Tarrytown. T22S, R23E, Sec. 23.",1997,"Moist to mesic, calcareous woods.",Fertile,null,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-82.05,28.55
248114,2724,J. M. Kunzer,,Polk Co.,Cyperaceae,Carex,null,null,52387,floridana,Schwein.,Kük.,TRUE,663,var.,nigromarginata,Schwein.,null,02/19/2009,"Ca. 4.4 km SE of the C-471 bridge over the Withlacoochee River, ca. 4 km NE of the C-471 and US 98 junction.",null,"Mature, disturbed hammock.",Fertile,null,null,null,null,null,null,null,null,null,FALSE,Colt Creek State Park,-82.03277778,28.27777778
305368,10398,R. L. Mears,J. Hall,Pasco Co.,Cyperaceae,Carex,null,null,251801,null,null,null,TRUE,4167,null,paeninsulae,Naczi et al.,null,04/08/2023,"Coit Road, within Richloam Wildlife Management Area; ca. 0.1-0.2 mi. W of Withlacoochee River.",null,Hardwood hammock.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,null,null
289266,5367,R. Carter,,Lowndes Co.,Cyperaceae,Carex,null,null,143857,null,null,null,TRUE,2053,null,striatula,Michx.,null,04/13/1987,"Troupville Woods, just W of Voldosta, along S side of GA 94, E of Withlacoochee River.",Feb 2015,"Rich woods of mesic woodland and low bluff, with Fagus grandifolia, Magnolia grandiflora, Pinus glabra, Quercus alba, Q. laurifolia, Q. michauxii, and Q. virginiana.",Fertile,null,null,null,null,Cespitose.,null,null,null,null,FALSE,null,null,null
216489,16132,S. L. Orzell,E.L. Bridges,Hamilton Co.,Cyperaceae,Carex,null,null,71806,null,null,null,TRUE,2053,null,striatula,Michx.,null,03/21/1991,"Unnamed tributary to Withlacoochee River, ca. 1 air mi. NW of junction FL 143 and FL 146, ca. 1.6 air mi. S of Octahatchee. T2N, R11E, Sec. 23, NE¼ of NW¼ of SW¼.",null,"Mesic mixed hardwood slope forest, adjacent to elongate sinkholes in tributary; community dominated by Fagus grandifolia - Magnolia grandiflora - Carya spp.",Fertile,null,null,null,null,null,null,90,110,ft,FALSE,null,-83.19694444,30.55833333
204690,279,C. vanHoek,,Sumter Co.,Cyperaceae,Carex,null,null,71834,null,null,null,TRUE,993,null,tribuloides,Wahlenb.,null,06/12/1992,"Hog Island, Croom portion of Withlacoochee State Forest, ca. 2 mi. SSE of Nobleton.",null,Swamp forest.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Hog Island Recreation Area,-82.25,28.6333
305381,10420,R. L. Mears,,Pasco Co.,Cyperaceae,Carex,null,null,251906,null,null,null,TRUE,993,null,tribuloides,Wahlenb.,null,04/18/2023,"Richloam Wildlife Management Area; W side of Withlacoochee River, E end of Coit Road.",null,Floodplain forest.,Fertile,null,null,null,null,Frequent.,null,null,null,null,FALSE,null,null,null
306887,s.n.,R. L. Mears,C. Warner,Hernando Co.,Cyperaceae,Carex,null,null,253898,null,null,null,TRUE,993,null,tribuloides,Wahlenb.,null,03/30/2024,"Tucker Hill Day Use Area; above ground terminus of creek flowing from Tucker Hill N of C-480, ca. 0.25 mi. from Tucker Hill parking area.",null,Seepage area.,Fertile,null,null,null,null,Locally abundant.,null,null,null,null,FALSE,Withlacoochee State Forest,null,null
252951,2330,J. M. Kunzer,"A. Bard, S. Spaulding",Polk Co.,Cyperaceae,Carex,null,null,72196,null,null,null,TRUE,2084,null,verrucosa,Muhl.,null,04/03/2008,"Ca. 4.4 km SE of FL 471 bridge over the Withlacoochee River, ca. 4.9 km NE of junction FL 471 and US 98.",null,Disturbed seepage area.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Colt Creek State Park,-82.02472222,28.28611111
233020,22601,S. L. Orzell,E.L. Bridges,Sumter Co.,Cyperaceae,Carex,null,null,72164,null,null,null,TRUE,2084,null,verrucosa,Muhl.,null,03/29/1994,"N side of Center Grade Road, ca. 1.3 mi. E of junction FL 471, near Weeks Pond and N of Gator Hole Slough, ca. 7.7 mi. S of junction FL 50 at Tarrytown. T23S, R23E, Sec. 29, NW¼.",null,Cypress [Taxodium] pond edges. Soils - Vero (Alfic Haplaquods).,Fertile,null,null,null,null,null,null,null,null,null,FALSE,Withlacoochee State Forest,-82.03361111,28.45833333
